date,open,high,low,close,volume,name
2017-03-06,845.23,848.49,841.12,846.61,2610370,AMZN
2017-03-07,845.48,848.46,843.75,846.02,2247554,AMZN
2017-03-08,848.0,853.07,846.79,850.5,2288317,AMZN
2017-03-09,851.0,856.3999,850.31,853.0,2048187,AMZN
2017-03-10,857.0,857.35,851.72,852.46,2436434,AMZN
2017-03-13,851.77,855.69,851.71,854.59,1909672,AMZN
2017-03-14,853.55,853.75,847.55,852.53,2130586,AMZN
2017-03-15,854.33,854.45,847.11,852.97,2562176,AMZN
2017-03-16,855.3,855.5,850.51,853.42,1842296,AMZN
2017-03-17,853.49,853.83,850.64,852.31,3384403,AMZN
2017-03-20,851.51,857.8,851.01,856.97,2282727,AMZN
2017-03-21,858.84,862.795,841.31,843.2,4382852,AMZN
2017-03-22,840.43,849.37,839.05,848.06,2658669,AMZN
2017-03-23,848.2,850.89,844.8,847.38,1952964,AMZN
2017-03-24,851.68,851.8,843.53,845.61,2138269,AMZN
2017-03-27,838.07,850.3,833.5,846.82,2755775,AMZN
2017-03-28,851.75,858.46,850.1,856.0,3041633,AMZN
2017-03-29,859.05,876.438,859.02,874.32,4485770,AMZN
2017-03-30,874.95,877.06,871.66,876.34,2762730,AMZN
2017-03-31,877.0,890.35,876.65,886.54,3957612,AMZN
2017-04-03,888.0,893.49,885.42,891.51,3422328,AMZN
2017-04-04,891.5,908.5384,890.28,906.83,4984656,AMZN
2017-04-05,910.82,923.72,905.62,909.28,7508370,AMZN
2017-04-06,913.8,917.1899,894.4927,898.28,6344065,AMZN
2017-04-07,899.65,900.09,889.31,894.88,3707367,AMZN
2017-04-10,899.63,908.51,899.0,907.04,3184301,AMZN
2017-04-11,907.04,911.24,897.5,902.36,3012743,AMZN
2017-04-12,903.09,904.09,895.2501,896.23,2456140,AMZN
2017-04-13,891.45,894.97,884.49,884.67,3174583,AMZN
2017-04-17,887.5,902.38,887.5,901.99,2854673,AMZN
2017-04-18,900.99,909.61,900.78,903.78,2999238,AMZN
2017-04-19,907.84,910.5,897.3689999999999,899.2,2870242,AMZN
2017-04-20,899.7,905.32,896.29,902.06,2814441,AMZN
2017-04-21,902.67,903.65,896.77,898.53,2420494,AMZN
2017-04-24,908.68,909.99,903.82,907.41,3122893,AMZN
2017-04-25,907.04,909.48,903.0,907.62,3380639,AMZN
2017-04-26,910.3,915.7489999999999,907.56,909.29,2608948,AMZN
2017-04-27,914.39,921.86,912.11,918.38,5305543,AMZN
2017-04-28,948.83,949.59,924.3335,924.99,7364681,AMZN
2017-05-01,927.8,954.4,927.8,948.23,5466544,AMZN
2017-05-02,946.645,950.1,941.413,946.94,3848835,AMZN
2017-05-03,946.0,946.0,935.9,941.03,3582686,AMZN
2017-05-04,944.75,945.0,934.215,937.53,2418381,AMZN
2017-05-05,940.52,940.79,930.3,934.15,2866397,AMZN
2017-05-08,940.95,949.05,939.21,949.04,3415731,AMZN
2017-05-09,952.8,957.89,950.2,952.82,3262113,AMZN
2017-05-10,953.5,953.7499,945.0,948.95,2096512,AMZN
2017-05-11,945.11,950.29,940.775,947.62,2194070,AMZN
2017-05-12,954.5,962.79,951.53,961.35,3625857,AMZN
2017-05-15,958.73,963.15,956.055,957.97,4270625,AMZN
2017-05-16,961.0,970.06,960.91,966.07,3126051,AMZN
2017-05-17,954.7,960.3957,944.12,944.76,5145578,AMZN
2017-05-18,944.8,962.75,944.76,958.49,3939347,AMZN
2017-05-19,962.84,968.92,959.72,959.84,3972089,AMZN
2017-05-22,964.0,971.38,962.9,970.67,2642217,AMZN
2017-05-23,975.02,975.2,966.85,971.54,2415594,AMZN
2017-05-24,976.0,981.0,970.23,980.35,2463052,AMZN
2017-05-25,984.85,999.0,982.11,993.38,4822032,AMZN
2017-05-26,995.0,998.65,989.2491,995.78,3469154,AMZN
2017-05-30,996.51,1001.2,995.52,996.7,3263069,AMZN
2017-05-31,1000.0,1000.12,982.16,994.62,3913115,AMZN
2017-06-01,998.59,998.99,991.37,995.95,2454841,AMZN
2017-06-02,998.99,1008.48,995.67,1006.73,3752328,AMZN
2017-06-05,1007.23,1013.21,1003.51,1011.34,2719859,AMZN
2017-06-06,1012.0,1016.5,1001.25,1003.0,3346432,AMZN
2017-06-07,1005.95,1010.25,1002.0,1010.07,2823041,AMZN
2017-06-08,1012.06,1013.61,1006.11,1010.27,2767857,AMZN
2017-06-09,1012.5,1012.99,927.0,978.31,7647692,AMZN
2017-06-12,967.0,975.95,945.0,964.91,9447233,AMZN
2017-06-13,977.99,984.5,966.1,980.79,4580011,AMZN
2017-06-14,988.59,990.34,966.71,976.47,3974900,AMZN
2017-06-15,958.7,965.73,950.86,964.17,5373865,AMZN
2017-06-16,996.0,999.75,982.0,987.71,11472662,AMZN
2017-06-19,1017.0,1017.0,989.9,995.17,5043408,AMZN
2017-06-20,998.0,1004.88,992.02,992.59,4076828,AMZN
2017-06-21,998.7,1002.72,992.6518,1002.23,2922473,AMZN
2017-06-22,1002.23,1006.96,997.2,1001.3,2253433,AMZN
2017-06-23,1002.54,1004.62,998.02,1003.74,2879145,AMZN
2017-06-26,1008.5,1009.8,992.0,993.98,3386157,AMZN
2017-06-27,990.69,998.8,976.0,976.78,3782389,AMZN
2017-06-28,978.55,990.68,969.21,990.33,3737567,AMZN
2017-06-29,979.0,987.56,965.25,975.93,4302968,AMZN
2017-06-30,980.12,983.47,967.61,968.0,3390345,AMZN
2017-07-03,972.79,974.49,951.0001,953.66,2909108,AMZN
2017-07-05,961.53,975.0,955.25,971.4,3652955,AMZN
2017-07-06,964.66,974.4,959.02,965.14,3259613,AMZN
2017-07-07,969.55,980.11,969.14,978.76,2643387,AMZN
2017-07-10,985.0,999.4392,983.5,996.47,3546268,AMZN
2017-07-11,993.0,995.99,983.72,994.13,2982726,AMZN
2017-07-12,1000.65,1008.55,998.1,1006.51,3608574,AMZN
2017-07-13,1004.62,1006.88,995.9,1000.63,2880769,AMZN
2017-07-14,1002.4,1004.45,996.89,1001.81,2102469,AMZN
2017-07-17,1004.69,1014.75,1003.81,1010.04,3712587,AMZN
2017-07-18,1006.0,1026.03,1004.0,1024.45,4007624,AMZN
2017-07-19,1025.0,1031.59,1022.5,1026.87,2963964,AMZN
2017-07-20,1031.59,1034.97,1022.51,1028.7,3097487,AMZN
2017-07-21,1021.28,1026.1,1011.0,1025.67,2734577,AMZN
2017-07-24,1028.34,1043.01,1027.43,1038.95,3288020,AMZN
2017-07-25,1038.05,1043.33,1032.48,1039.87,2447629,AMZN
2017-07-26,1043.2,1053.2,1043.2,1052.8,2921253,AMZN
2017-07-27,1069.55,1083.31,1040.18,1046.0,10991715,AMZN
2017-07-28,1012.14,1032.85,1001.0,1020.04,7709420,AMZN
2017-07-31,1019.05,1019.05,987.02,987.78,7352063,AMZN
2017-08-01,990.65,995.0,987.14,992.27,2650376,AMZN
2017-08-02,1001.77,1003.21,981.73,995.89,4069993,AMZN
2017-08-03,999.47,999.5,984.59,986.92,3255764,AMZN
2017-08-04,989.68,991.672,982.0,987.58,2730308,AMZN
2017-08-07,990.65,995.0,987.14,992.27,2676607,AMZN
2017-08-08,994.35,996.28,985.79,989.84,2902815,AMZN
2017-08-09,982.6,988.0,975.27,982.01,3569731,AMZN
2017-08-10,976.295,979.86,954.68,956.92,5684068,AMZN
2017-08-11,960.0,970.39,951.38,967.99,3468017,AMZN
2017-08-14,978.41,985.5,976.19,983.3,3172892,AMZN
2017-08-15,988.9,991.74,982.0,982.74,2549295,AMZN
2017-08-16,981.65,986.4605,973.22,978.18,3132066,AMZN
2017-08-17,977.84,977.84,960.32,960.57,3512397,AMZN
2017-08-18,961.4,965.43,954.65,958.47,3284821,AMZN
2017-08-21,957.57,961.2,945.46,953.29,3164483,AMZN
2017-08-22,955.52,967.93,955.495,966.9,2749970,AMZN
2017-08-23,959.38,962.0,954.2,958.0,2668264,AMZN
2017-08-24,957.42,959.0,941.14,952.45,5195726,AMZN
2017-08-25,956.0,957.6210000000001,944.1,945.26,3324791,AMZN
2017-08-28,946.54,953.0,942.25,946.02,2596737,AMZN
2017-08-29,940.0,956.0,936.33,954.06,2874299,AMZN
2017-08-30,958.44,969.41,956.9062,967.59,2904604,AMZN
2017-08-31,974.7,981.0,972.76,980.6,3331488,AMZN
2017-09-01,984.2,984.5,976.875,978.25,2535917,AMZN
2017-09-05,975.4,976.7699,960.37,965.27,2998649,AMZN
2017-09-06,968.32,971.84,960.6,967.8,2129861,AMZN
2017-09-07,974.0,980.59,972.55,979.47,2566794,AMZN
2017-09-08,979.1,979.88,963.47,965.9,2605322,AMZN
2017-09-11,974.46,981.94,974.22,977.96,2186666,AMZN
2017-09-12,983.27,984.6718,975.5169999999999,982.58,2481066,AMZN
2017-09-13,983.97,1000.0,979.42,999.6,3374650,AMZN
2017-09-14,996.8,998.56,987.74,992.21,3913263,AMZN
2017-09-15,993.01,996.25,984.03,986.79,3760183,AMZN
2017-09-18,990.4,992.7922,968.17,974.19,3411324,AMZN
2017-09-19,977.25,978.24,967.46,969.86,2671054,AMZN
2017-09-20,971.79,974.81,962.1626,973.21,2888795,AMZN
2017-09-21,971.31,971.7,962.02,964.65,2337576,AMZN
2017-09-22,961.01,965.61,954.42,955.1,2641787,AMZN
2017-09-25,949.31,949.42,932.89,939.79,5123997,AMZN
2017-09-26,945.49,948.63,931.75,938.6,3564848,AMZN
2017-09-27,948.0,955.3,943.3,950.87,3148933,AMZN
2017-09-28,951.86,959.7,950.1010000000001,956.4,2522567,AMZN
2017-09-29,960.11,964.83,958.375,961.35,2543759,AMZN
2017-10-02,964.0,967.305,952.1201,959.19,2442937,AMZN
2017-10-03,958.0,963.69,950.37,957.1,2666574,AMZN
2017-10-04,954.21,967.79,954.05,965.45,2527352,AMZN
2017-10-05,970.0,981.51,969.64,980.85,3229224,AMZN
2017-10-06,975.64,995.75,975.64,989.58,3782067,AMZN
2017-10-09,993.24,998.5,987.5,990.99,2938586,AMZN
2017-10-10,996.67,997.95,980.0989999999999,987.2,3084921,AMZN
2017-10-11,991.27,995.5,986.695,995.0,2337113,AMZN
2017-10-12,996.81,1008.44,992.4,1000.93,4067317,AMZN
2017-10-13,1007.0,1007.77,1001.03,1002.94,2431462,AMZN
2017-10-16,1008.44,1009.57,1001.04,1006.34,2008908,AMZN
2017-10-17,1005.59,1011.47,1004.38,1009.13,2319742,AMZN
2017-10-18,1009.27,1022.31,996.55,997.0,2499681,AMZN
2017-10-19,990.0,991.05,980.24,986.61,3108197,AMZN
2017-10-20,993.53,994.62,982.0,982.91,2365122,AMZN
2017-10-23,986.73,986.775,962.5,966.3,3494100,AMZN
2017-10-24,969.0,979.85,965.0,975.9,2723935,AMZN
2017-10-25,978.0,984.44,966.24,972.91,3033113,AMZN
2017-10-26,980.33,982.9,968.55,972.43,5618675,AMZN
2017-10-27,1058.14,1105.58,1050.55,1100.95,16565021,AMZN
2017-10-30,1095.01,1122.79,1093.56,1110.85,6613064,AMZN
2017-10-31,1109.0,1110.54,1101.12,1105.28,3476967,AMZN
2017-11-01,1105.4,1108.97,1096.74,1103.68,3755511,AMZN
2017-11-02,1097.81,1101.93,1086.87,1094.22,3684876,AMZN
2017-11-03,1091.15,1112.68,1088.52,1111.6,3751480,AMZN
2017-11-06,1109.15,1125.41,1108.77,1120.66,3381138,AMZN
2017-11-07,1124.74,1130.6,1117.5,1123.17,2688977,AMZN
2017-11-08,1122.82,1135.54,1119.11,1132.88,2581451,AMZN
2017-11-09,1125.96,1129.62,1115.77,1129.13,3725774,AMZN
2017-11-10,1126.1,1131.75,1124.06,1125.35,2179937,AMZN
2017-11-13,1123.0,1139.9,1122.34,1129.17,2918439,AMZN
2017-11-14,1130.11,1138.0,1123.89,1136.84,3138423,AMZN
2017-11-15,1127.01,1131.75,1121.63,1126.69,3928680,AMZN
2017-11-16,1130.16,1138.16,1130.05,1137.29,2213322,AMZN
2017-11-17,1138.28,1138.8,1125.81,1129.88,2413388,AMZN
2017-11-20,1129.77,1133.42,1122.55,1126.31,2163855,AMZN
2017-11-21,1132.86,1140.0,1128.2,1139.49,2479397,AMZN
2017-11-22,1141.0,1160.27,1141.0,1156.16,3555273,AMZN
2017-11-24,1160.7,1186.84,1160.7,1186.0,3528011,AMZN
2017-11-27,1202.66,1213.41,1191.15,1195.83,6744045,AMZN
2017-11-28,1204.88,1205.34,1188.52,1193.6,4559449,AMZN
2017-11-29,1194.8,1194.8,1145.19,1161.27,9257512,AMZN
2017-11-30,1167.1,1178.57,1160.0,1176.75,4509208,AMZN
2017-12-01,1172.05,1179.65,1152.0,1162.35,4107094,AMZN
2017-12-04,1173.85,1175.2,1128.0,1133.95,5931915,AMZN
2017-12-05,1128.26,1159.27,1124.74,1141.57,4079774,AMZN
2017-12-06,1137.99,1155.89,1136.08,1152.35,2853316,AMZN
2017-12-07,1156.59,1163.19,1151.0,1159.79,2511569,AMZN
2017-12-08,1170.4,1172.79,1157.1,1162.0,3050074,AMZN
2017-12-11,1164.6,1169.9,1157.0,1168.92,2363473,AMZN
2017-12-12,1166.51,1173.6,1161.61,1165.08,2235892,AMZN
2017-12-13,1170.0,1170.87,1160.27,1164.13,2616760,AMZN
2017-12-14,1163.71,1177.93,1162.45,1174.26,3214337,AMZN
2017-12-15,1179.03,1182.75,1169.33,1179.14,4778621,AMZN
2017-12-18,1187.37,1194.78,1180.91,1190.58,2947625,AMZN
2017-12-19,1189.15,1192.97,1179.14,1187.38,2587792,AMZN
2017-12-20,1190.5,1191.0,1176.0,1177.62,2371166,AMZN
2017-12-21,1175.9,1179.17,1167.64,1174.76,2123117,AMZN
2017-12-22,1172.08,1174.62,1167.83,1168.36,1585054,AMZN
2017-12-26,1168.36,1178.32,1160.55,1176.76,2005187,AMZN
2017-12-27,1179.91,1187.29,1175.61,1182.26,1867208,AMZN
2017-12-28,1189.0,1190.1,1184.38,1186.1,1841676,AMZN
2017-12-29,1182.35,1184.0,1167.5,1169.47,2688391,AMZN
2017-01-03,795.58,802.15,784.39,791.46,248931,AZO
2017-01-04,789.94,795.88,786.8,793.04,187533,AZO
2017-01-05,788.72,795.99,785.01,792.0,243301,AZO
2017-01-06,791.0,796.735,788.26,792.91,216484,AZO
2017-01-09,795.73,795.73,788.39,790.34,127125,AZO
2017-01-10,788.72,797.16,788.6,793.68,186478,AZO
2017-01-11,796.16,800.0,787.69,792.0,171024,AZO
2017-01-12,788.35,790.965,781.7,790.27,213659,AZO
2017-01-13,787.67,793.3,779.81,779.81,262110,AZO
2017-01-17,780.26,787.3,780.26,782.29,278706,AZO
2017-01-18,785.54,785.67,772.55,778.3,308007,AZO
2017-01-19,775.07,776.48,767.0,769.9,255533,AZO
2017-01-20,771.2,775.0039999999999,764.21,770.02,340404,AZO
2017-01-23,753.6,754.1,730.99,739.35,701214,AZO
2017-01-24,742.14,746.5,735.41,738.43,355222,AZO
2017-01-25,743.43,744.28,734.06,735.0,391111,AZO
2017-01-26,736.17,739.82,729.82,729.89,361619,AZO
2017-01-27,729.55,731.21,723.45,730.0,320772,AZO
2017-01-30,728.45,731.92,723.34,724.41,339936,AZO
2017-01-31,725.64,726.55,718.07,724.98,1938773,AZO
2017-02-01,728.74,729.56,713.09,714.99,394208,AZO
2017-02-02,714.24,726.38,713.44,725.43,457452,AZO
2017-02-03,724.93,731.59,722.66,724.72,318848,AZO
2017-02-06,723.64,728.98,720.06,720.49,299891,AZO
2017-02-07,721.15,726.48,716.42,721.66,349882,AZO
2017-02-08,720.5,743.14,717.52,741.06,566519,AZO
2017-02-09,743.65,749.01,739.35,745.94,444648,AZO
2017-02-10,751.61,751.61,738.2,740.65,236469,AZO
2017-02-13,741.0,741.0,733.1875,736.09,173986,AZO
2017-02-14,735.0,739.38,732.095,735.79,267484,AZO
2017-02-15,735.0,741.36,734.14,739.5,229105,AZO
2017-02-16,743.19,744.885,733.8,737.36,264848,AZO
2017-02-17,737.66,741.775,734.135,741.05,231431,AZO
2017-02-21,745.0,749.99,736.71,740.66,319734,AZO
2017-02-22,743.44,744.91,731.015,735.33,316680,AZO
2017-02-23,734.07,734.96,726.12,727.22,347221,AZO
2017-02-24,727.0,734.71,723.331,732.75,257417,AZO
2017-02-27,733.76,740.85,730.87,740.85,537211,AZO
2017-02-28,732.64,752.99,732.29,736.55,603256,AZO
2017-03-01,740.01,748.91,736.015,738.97,649582,AZO
2017-03-02,739.85,739.85,730.44,733.53,276054,AZO
2017-03-03,731.73,734.03,720.2,725.24,483725,AZO
2017-03-06,728.0,728.0,720.84,723.91,302664,AZO
2017-03-07,721.86,726.3,711.0,712.72,495310,AZO
2017-03-08,711.12,719.82,705.3,717.67,417632,AZO
2017-03-09,718.05,721.315,714.56,715.93,334490,AZO
2017-03-10,717.57,720.93,713.98,717.03,276518,AZO
2017-03-13,716.0,730.53,712.78,728.55,367578,AZO
2017-03-14,728.22,731.5,724.435,728.99,250630,AZO
2017-03-15,729.15,729.35,711.33,716.29,559622,AZO
2017-03-16,713.91,721.96,713.3,721.85,270694,AZO
2017-03-17,723.12,732.09,723.12,730.77,474177,AZO
2017-03-20,730.26,735.0,726.79,729.79,298785,AZO
2017-03-21,731.02,732.43,723.67,725.21,318353,AZO
2017-03-22,729.74,731.89,723.39,725.35,282057,AZO
2017-03-23,724.18,730.29,719.49,725.5,260652,AZO
2017-03-24,725.56,727.33,719.25,721.16,187117,AZO
2017-03-27,716.5,719.14,712.335,714.16,367797,AZO
2017-03-28,712.51,717.02,706.28,716.99,385968,AZO
2017-03-29,717.21,724.0,716.6610000000001,722.46,267896,AZO
2017-03-30,722.0,723.17,711.22,719.08,334954,AZO
2017-03-31,718.28,727.0,716.95,723.05,301248,AZO
2017-04-03,720.5,721.465,695.16,700.69,796642,AZO
2017-04-04,700.0,705.66,692.9,696.67,499895,AZO
2017-04-05,699.0,709.46,697.3,703.03,408846,AZO
2017-04-06,705.23,707.16,700.0,702.29,235243,AZO
2017-04-07,702.59,706.41,699.65,700.44,265855,AZO
2017-04-10,700.52,707.45,700.52,703.64,260151,AZO
2017-04-11,702.73,702.73,698.01,700.59,193796,AZO
2017-04-12,696.16,700.57,692.335,693.34,264967,AZO
2017-04-13,693.68,697.92,688.46,688.46,198589,AZO
2017-04-17,692.33,692.94,686.55,687.61,218176,AZO
2017-04-18,685.35,691.58,684.48,689.07,262667,AZO
2017-04-19,693.33,711.345,693.33,697.57,458158,AZO
2017-04-20,699.64,708.3,697.39,706.3,296911,AZO
2017-04-21,706.08,713.35,705.89,707.79,343824,AZO
2017-04-24,713.23,722.69,711.17,722.45,367094,AZO
2017-04-25,723.99,724.9,711.25,712.06,353496,AZO
2017-04-26,713.82,719.8038,709.85,715.12,443409,AZO
2017-04-27,713.87,727.15,692.5,703.9,635931,AZO
2017-04-28,700.51,703.25,688.02,692.19,527250,AZO
2017-05-01,696.4,697.83,680.0,682.99,362429,AZO
2017-05-02,683.27,689.76,680.14,688.94,362883,AZO
2017-05-03,689.32,698.39,685.45,697.18,324395,AZO
2017-05-04,696.4,706.57,696.4,704.58,294153,AZO
2017-05-05,705.42,707.5,700.61,705.31,281328,AZO
2017-05-08,703.27,711.0,703.27,709.98,202450,AZO
2017-05-09,711.7,711.7,702.42,707.05,262520,AZO
2017-05-10,703.56,703.56,693.28,698.03,378740,AZO
2017-05-11,691.0,696.69,683.26,693.85,331626,AZO
2017-05-12,689.98,691.92,680.06,680.72,304403,AZO
2017-05-15,681.16,693.27,679.25,681.01,464476,AZO
2017-05-16,680.04,680.04,668.29,669.83,463393,AZO
2017-05-17,666.31,672.365,658.39,664.05,545723,AZO
2017-05-18,665.07,677.29,664.32,673.79,335561,AZO
2017-05-19,675.32,677.47,667.52,673.65,541983,AZO
2017-05-22,671.0,672.55,657.99,659.49,594257,AZO
2017-05-23,607.01,612.99,579.61,581.4,2949654,AZO
2017-05-24,581.18,598.75,573.8,590.99,1624012,AZO
2017-05-25,594.97,609.85,593.89,607.34,846348,AZO
2017-05-26,605.0,618.0,605.0,615.62,785117,AZO
2017-05-30,621.8,623.97,611.52,612.98,595450,AZO
2017-05-31,613.83,616.42,601.5,605.92,884528,AZO
2017-06-01,606.11,625.56,603.11,623.98,639361,AZO
2017-06-02,622.9,623.75,613.12,621.7,495805,AZO
2017-06-05,619.18,622.77,612.47,617.07,536302,AZO
2017-06-06,617.09,617.09,603.0,603.88,464225,AZO
2017-06-07,604.89,612.93,604.05,606.77,451428,AZO
2017-06-08,607.41,610.0,596.73,598.96,477733,AZO
2017-06-09,598.91,607.67,594.59,606.36,537966,AZO
2017-06-12,606.52,621.19,606.52,612.02,517310,AZO
2017-06-13,613.3,617.75,607.01,612.08,324979,AZO
2017-06-14,610.26,613.42,605.18,608.38,346892,AZO
2017-06-15,603.95,616.76,603.18,613.01,455045,AZO
2017-06-16,609.73,610.45,590.47,593.81,639682,AZO
2017-06-19,597.53,598.61,587.48,596.86,419304,AZO
2017-06-20,590.89,591.94,580.02,585.2,561337,AZO
2017-06-21,585.5,587.19,568.07,574.01,711074,AZO
2017-06-22,572.55,582.1278,566.63,579.63,702813,AZO
2017-06-23,579.5,581.62,567.9,574.98,632640,AZO
2017-06-26,575.94,585.5199,574.08,579.61,295876,AZO
2017-06-27,577.54,588.74,576.0,578.77,282113,AZO
2017-06-28,576.12,580.03,568.85,569.02,514171,AZO
2017-06-29,571.44,572.0,557.77,559.67,663031,AZO
2017-06-30,562.53,571.71,560.23,570.46,464931,AZO
2017-07-03,570.85,575.68,568.06,571.71,227632,AZO
2017-07-05,530.3,543.39,514.47,516.83,1858050,AZO
2017-07-06,514.01,524.37,503.0,507.48,901523,AZO
2017-07-07,503.0,504.885,498.5,501.39,705232,AZO
2017-07-10,503.0,512.76,501.336,507.54,722521,AZO
2017-07-11,508.0,509.4,499.57,499.57,671411,AZO
2017-07-12,501.97,506.585,492.02,493.15,693362,AZO
2017-07-13,492.96,510.74,492.03,506.81,615789,AZO
2017-07-14,507.53,510.9727,498.14,506.31,545806,AZO
2017-07-17,502.89,512.515,501.48,503.66,437407,AZO
2017-07-18,504.01,504.74,494.58,495.69,595300,AZO
2017-07-19,497.08,500.37,491.9,493.44,447445,AZO
2017-07-20,495.5,506.59,491.13,502.56,489345,AZO
2017-07-21,499.2,512.895,497.84,511.46,651303,AZO
2017-07-24,509.46,514.04,498.24,498.25,448137,AZO
2017-07-25,501.47,511.33,498.53,511.01,341695,AZO
2017-07-26,511.34,517.23,505.77,515.97,396937,AZO
2017-07-27,520.02,530.92,517.92,529.01,708321,AZO
2017-07-28,529.4,531.99,522.33,526.92,680122,AZO
2017-07-31,528.05,541.735,523.08,539.82,624563,AZO
2017-08-01,542.62,548.89,538.46,547.86,472681,AZO
2017-08-02,545.57,552.375,542.5,542.89,581731,AZO
2017-08-03,540.55,543.72,528.54,529.29,389439,AZO
2017-08-04,530.0,537.81,530.0,536.82,259669,AZO
2017-08-07,537.79,544.2,532.65,541.66,315382,AZO
2017-08-08,547.58,547.71,530.35,530.97,302459,AZO
2017-08-09,526.73,533.47,522.84,533.16,409753,AZO
2017-08-10,530.83,533.45,525.26,525.52,301847,AZO
2017-08-11,525.0,535.57,525.0,533.94,373200,AZO
2017-08-14,537.54,537.54,523.04,525.32,470183,AZO
2017-08-15,501.54,519.0,497.2899,516.13,819720,AZO
2017-08-16,520.0,528.24,517.33,524.59,542164,AZO
2017-08-17,524.96,529.9125,511.27,515.56,478143,AZO
2017-08-18,513.2,513.2,499.1,510.19,870425,AZO
2017-08-21,510.63,519.39,504.96,517.51,361892,AZO
2017-08-22,519.14,521.59,514.73,519.13,262335,AZO
2017-08-23,517.57,521.266,508.04,513.34,292170,AZO
2017-08-24,513.67,518.79,511.01,511.63,417239,AZO
2017-08-25,515.62,536.83,515.24,528.95,630381,AZO
2017-08-28,529.75,530.0,521.45,525.4,280185,AZO
2017-08-29,520.68,525.99,519.41,522.38,265346,AZO
2017-08-30,522.49,533.75,520.48,529.53,293165,AZO
2017-08-31,529.66,534.595,527.86,528.44,376572,AZO
2017-09-01,531.2,540.51,531.2,538.77,338775,AZO
2017-09-05,541.36,549.4599,537.71,540.0,502886,AZO
2017-09-06,543.57,544.98,537.51,540.65,350656,AZO
2017-09-07,540.5,543.27,535.1,541.16,286962,AZO
2017-09-08,541.23,544.435,537.36,540.51,331538,AZO
2017-09-11,542.49,543.93,535.96,540.32,257601,AZO
2017-09-12,538.47,557.2,536.71,551.55,432276,AZO
2017-09-13,551.25,571.145,551.25,569.34,802930,AZO
2017-09-14,570.0,570.33,562.97,563.56,637273,AZO
2017-09-15,564.98,575.4569,564.35,569.89,693599,AZO
2017-09-18,571.46,574.9743,563.4,563.4,897459,AZO
2017-09-19,567.0,583.89,533.4,535.19,2031362,AZO
2017-09-20,533.77,550.85,533.0,543.58,673167,AZO
2017-09-21,542.4,555.0025,541.0,553.49,659176,AZO
2017-09-22,553.49,575.385,553.49,574.03,729263,AZO
2017-09-25,574.69,588.98,574.04,583.48,681129,AZO
2017-09-26,585.87,588.58,578.63,587.13,408957,AZO
